adview,views,likes,dislikes,comment,category,days,duration
1,141769,672,33,100,4,1137,174
1,8676,23,0,4,4,1685,789
31,1581660,1168,518,196,4,2432,395
2,142390,152,38,15,4,1933,3461
4,2084037,18132,686,4484,6,1201,551
1,324245,586,199,49,4,1083,4729
1,125298,345,18,69,5,1864,6558
1,99523,130,11,6,2,1828,821
1,17764,582,10,40,6,819,344
1,47247,78,3,3,4,1772,237
1,4137,7,2,0,4,1005,303
133,1742,109,27,7,4,1398,356
76,23301541,122028,14868,32060,4,949,937
1,101213,843,59,148,7,2489,247
14,4871941,10699,1450,415,7,1200,297
2,19364,40,2,7,5,2724,640
7,492904,1034,129,389,5,803,521
3,1045234,3322,613,1961,4,900,221
2,341622,1347,60,124,4,2119,289
90,1260918,20813,517,2608,2,952,448
1,181905,1920,37,116,4,1287,947
1,248293,356,64,72,4,2216,1550
1,59178,399,7,51,1,1274,406
1,2420,46,1,6,4,723,288
1,19466,21,0,0,5,1320,190
1,445698,545,87,161,4,1553,370
2,354208,677,47,97,7,2188,354
28,2280404,3672,530,206,4,825,194
15,7149165,4356,2096,176,4,1151,540
1,7494,80,1,50,4,1941,313
1,28118,12,4,1,4,2586,288
1,256312,142,64,10,4,1524,696
11,231471,226,29,31,5,2718,683
12,1405546,3563,1149,1064,5,1109,294
146,8820361,3284,1944,367,4,1697,175
1,541639,1784,87,67,4,1810,214
1,175495,761,28,231,7,972,3446
4,127638,170,35,24,7,921,298
1,3926,27,1,2,4,2055,154
1,137586,271,36,84,8,808,278
1,146828,200,101,38,8,1262,170
1,452680,4078,137,921,4,1624,154
1,1004,0,0,0,5,1999,663
4,39556,2099,25,486,5,1752,399
1,600,7,1,1,4,759,283
6,138488,1187,39,303,1,1937,1478
6,117912,304,119,98,2,966,398
5,1075869,1416,857,160,4,932,112
1,272355,501,123,44,8,1489,252
16,2196519,9220,1726,780,3,1964,6684
1,1274263,1643,465,192,4,1441,362
2,3429,36,1,10,4,922,467
1,598617,2741,176,263,4,943,3772
2,576,1,1,0,4,1144,31
2,351048,878,99,40,4,1587,335
19,296708,269,47,109,5,878,212
1,340448,939,17,93,4,1232,848
1,79030,680,13,198,4,928,741
5,756554,5204,227,112,3,1116,2142
2,33325,2154,18,230,1,816,2004
8,1977658,1054,471,34,4,1056,685
3,919514,1000,78,36,4,1411,446
1,13002,117,19,17,5,1758,539
3,72151,82,10,6,4,2895,1659
1,355772,2378,136,1118,6,1091,129
1,144541,491,53,66,4,839,5336
1,444346,430,82,0,5,1051,10355
3,76326,135,20,3,4,1962,1194
2,13811,191,4,67,4,1740,11
2,152668,167,95,15,5,1325,484
2,91564,152,21,7,4,1664,3553
35118,45977,1030,1,31,4,724,114
3,1650,7,0,2,3,2056,200
1,438890,2351,83,173,4,1122,201
1,26600,39,4,11,5,2732,603
1,233159,270,44,33,4,1016,8348
2,1153495,2448,281,182,4,1200,319
38,4752,5,1,0,4,1002,21
1,376573,492,146,40,5,1271,181
47,1281483,11713,814,2751,6,812,425
1,2215,0,0,0,4,2129,328
1,107,2,0,0,3,1502,22
1,117344,595,26,263,2,1111,150
1,800910,11908,354,5840,4,969,677
1,276853,278,76,51,7,1657,1916
2,275524,3224,75,1254,4,879,350
222,1476563,17758,215,1236,2,2192,241
4,1304951,4870,93,283,7,1198,236
1,43119,188,12,13,7,1354,315
1,1576,3,0,0,1,2108,68
12,536977,2058,54,125,5,2276,234
1,10089,30,5,3,4,1348,2712
11,2384555,1942,331,89,4,1478,785
2,57017,37,23,3,5,1699,7228
29,393,2,1,1,4,1396,107
1,445516,425,48,14,4,1211,61
1,178386,1967,43,225,4,673,535
1,92972,75,11,4,5,1968,3256
3,1021134,4207,180,96,7,1072,916
1,23587,61,9,12,1,1180,170
4,470975,1630,90,60,4,2480,506
4,33123,591,46,269,6,1109,253
11,2052687,19326,627,3561,2,798,74
1,242146,1426,154,475,4,1082,98
1,256926,1327,77,92,4,1055,210
1,382244,1367,89,135,4,1027,110
8,2932058,7894,519,810,2,918,1156
181,18027,170,0,3,4,1387,452
6,143896,115,15,1,5,2402,206
1,195261,157,22,4,4,2406,2385
2,977016,4468,710,1968,6,1261,165
1,7754,40,4,2,4,1069,1231
2,30179,269,9,23,4,1005,215
13,5878635,78025,5265,5247,4,885,35
6,1917946,2115,332,338,4,2649,64
1,143,2,0,0,7,1177,73
2,7530,17,5,3,5,1514,7619
5,7605842,3035,1075,92,4,1270,19
5,734899,1836,195,650,4,1204,961
2,794510,600,145,562,5,1140,359
2,815557,2125,142,112,4,1691,242
8,59041,156,13,43,4,1127,425
24,137124,2690,24,204,7,2039,151
3,202616,264,37,15,4,1682,1038
24,73380,144,87,0,3,1246,3644
2,140763,1387,54,121,7,1406,1216
49,1382079,997,320,53,4,2343,1570
1,3668,37,0,4,4,838,166
26,3855,6,2,3,8,861,72
8,129524,91,39,2,3,1772,104
5,251556,188,76,35,4,910,3129
2,63389,100,13,2,4,1880,8480
4,81,0,0,0,4,943,15
4,5762,28,3,0,5,871,204
4,19245,12,0,2,4,2987,321
1,1441,37,1,2,5,852,32
1,37194,82,0,11,4,955,3030
2,125885,885,133,138,6,1323,341
1,52084,1397,24,102,4,1076,289
2,738190,5363,268,612,5,1331,1643
1,483401,1597,136,296,2,1504,394
1,9980,52,1,29,4,1777,107
1,8871,1,1,0,4,2043,39
14,1338,8,2,12,4,906,31
10,1155895,308,242,15,4,1431,177
5,51634,102,0,12,4,1308,321
1,29309,135,4,8,3,997,212
1,9253,16,4,1,4,1841,73
30,4477448,18358,975,797,7,896,312
2,87883,444,48,60,4,832,322
2,685347,772,258,146,7,859,271
1,4344,70,0,9,4,1034,479
1,234150,569,67,114,7,924,350
1,109094,296,14,16,4,861,62
2,538123,8002,262,627,7,658,83
9,232859,1751,147,100,4,859,92
1,5046,31,5,1,4,808,733
1,13495,57,0,5,7,1805,369
14,96868,1758,55,500,2,1715,402
2520,4637,36,0,5,7,743,195
1,23187,35,3,4,5,2727,640
1,47541,866,13,72,7,857,210
1,1599,1,0,0,4,1886,13
10,333320,156,33,61,4,2628,122
1002,2759,75,4,12,6,708,1103
4,742802,399,195,17,4,1059,780
6,33366,485,29,76,1,1205,546
74,8446,22,3,2,4,1495,131
95,2740218,1826,888,97,4,2033,362
2,1290495,2958,389,446,5,1306,5373
4,70027,116,13,1,4,1831,413
1,349,1,0,0,4,1565,51
2,1656025,4954,571,908,4,1667,2405
5,2491066,13689,273,637,4,1091,383
1,29196,64,6,6,4,1836,606
4,2152404,12487,455,638,4,837,297
517,8616,0,0,0,4,754,252
4,444582,4567,498,3692,2,818,705
5,976147,1107,198,83,4,1178,8501
6,220073,144,92,66,4,2143,2285
1,60557,128,10,6,4,2853,321
1,28616,132,17,29,4,862,348
1,620051,1533,220,128,5,1165,186
1,37387,71,7,1,7,1154,513
18,10274,3,6,3,2,1610,30
3,112099,1021,152,235,6,1201,637
1,31165,155,7,11,4,1842,107
3,1494,6,0,0,4,1128,11
2,271,3,0,0,3,1321,105
1,295453,292,131,134,4,1930,2185
1,36860,191,7,27,4,1095,464
1,74455,337,16,19,3,1056,2608
1,141016,2219,47,136,6,1048,361
5,1076,3,1,5,4,884,59
3,93616,53,8,0,5,2402,366
1,87,1,0,0,4,1018,16
2,1145331,4492,270,289,5,721,1366
1,11183,144,5,16,7,778,233
127,13244,254,3,20,7,863,206
1,36027,55,5,4,4,1274,933
3,97539,166,25,38,7,2221,313
3,223689,176,50,22,5,1083,7416
102,10803,20,0,0,4,1495,68
1,54093,429,11,80,2,1318,647
4,263418,2054,320,459,4,836,812
152,1060088,923,470,0,3,883,1877
2,2652206,16162,1941,753,4,693,63
1,1119411,7973,290,426,7,950,332
1,64156,104,13,1,4,1817,836
1,60840,225,23,21,8,1560,1372
1,70528,66,9,18,4,2276,46
6,225864,4303,63,2899,4,877,483
7,159561,3226,36,747,2,943,430
2,1396835,6967,215,331,2,1502,1012
1,709995,4348,947,5477,6,1065,243
1,37088,59,4,0,4,920,101
1,134577,686,36,37,7,910,167
13,289063,1987,44,111,7,2056,191
1,2988,14,2,2,3,2063,283
13619,60440,373,4,0,4,1268,124
63,647483,4092,70,586,5,1761,44
7,183680,338,112,64,4,2158,197
1,13161,54,3,2,4,1324,683
1,10448,39,0,1,4,859,100
1,211760,413,26,17,5,1382,247
1,35503,79,5,27,7,3520,213
4,103347,33,16,1,4,2060,158
1,28892,7,8,0,3,1265,106
1,4183,36,1,2,4,1690,286
1,309320,178,34,41,5,857,24
1,3194,0,0,3,8,1168,3562
1,4322021,5315,3438,306,5,693,3299
31,278238,2293,88,666,2,1806,316
67,612472,5492,267,498,4,791,256
1,72720,286,3,29,5,1118,861
10,86646,201,17,35,7,1463,351
10,547,3,1,0,6,888,123
1,14457,237,3,31,2,1228,395
1,404932,703,81,28,4,1155,319
1,157574,1156,23,87,4,1026,1147
7,129180,254,41,0,2,1899,466
2,36819,574,5,21,7,693,249
2,35359,179,8,63,4,1308,2584
51,2906626,3114,704,162,4,1447,2783
1624,2669,3,1,1,7,778,110
2,129548,196,21,15,4,1946,587
2,209491,273,17,7,4,1713,161
1,27594,249,4,42,4,1964,515
1,1732,40,2,22,1,2066,271
1,167394,82,31,6,4,1515,761
17,494,0,0,0,4,813,31
22,1029687,3270,312,199,4,1784,4260
1,169336,235,25,48,4,1520,242
1,147191,60,24,16,5,833,24
2,9907,120,4,20,5,1015,824
5,213717,819,50,28,4,1162,598
2,445640,434,160,22,3,1521,244
2,238017,452,22,9,4,927,121
1,11283,338,1,70,4,853,511
3663,12163,23,2,1,4,1387,241
9,5013959,6613,1408,1847,7,2045,240
1,748647,3283,501,297,4,1172,119
5,942657,11215,315,8965,5,937,649
173678,174344,3,0,0,4,781,36
1,11813,6,1,1,4,1678,137
5,590301,564,92,64,4,2331,290
1,282131,1877,221,469,2,1040,553
6,573584,1778,112,587,5,822,506
2,4073,9,5,0,4,1219,113
4,626234,1442,210,148,6,1540,182
583,752,8,1,3,4,738,254
1,307,0,0,0,4,1279,23
2,334999,502,62,87,7,1696,101
6,4827897,39887,2205,1682,7,1058,264
2,1028764,1056,306,122,4,2313,292
2,66795,914,4,82,1,1476,155
7,6483,15,8,6,4,1515,98
1,373056,1693,661,379,7,1406,595
1,1921157,11763,2838,0,6,1020,442
4,49254,96,18,4,7,2084,1658
7,713773,5280,354,384,4,848,1137
5,611604,805,196,32,5,1285,12880
3,70332,232,9,9,4,1971,230
2,259529,1345,48,638,2,1062,172
70,1161235,2963,54,202,7,1765,472
1,1186400,6640,1187,3699,4,1030,1016
1,201087,669,88,156,4,865,368
2,47508,57,3,9,7,2937,1049
1,2974,10,4,5,5,2195,69
4,4770,27,0,5,4,605,176
4,761714,820,195,0,5,1023,7417
1,46047,268,7,79,4,864,2914
1,20343,107,7,15,4,1254,2093
24,894683,2587,125,73,4,2434,679
4,79410,55,22,0,3,842,943
1,517,1,2,0,4,1944,65
1,255982,3228,64,374,5,819,780
13,143948,353,17,24,4,1700,423
2,32157,154,3,46,4,1790,1381
4,2596263,13180,1124,1847,6,1241,531
2,13949,72,6,5,7,1930,642
1,321459,677,36,45,3,1456,848
1,27930,270,6,102,4,842,625
119,97294,124,6,5,7,1792,242
1,62268,10,2,5,4,1139,31
2,83083,244,21,17,4,1817,651
1,180050,199,26,3,4,1220,67
11,39272,790,39,14,7,1121,117
1,134095,340,18,27,4,1068,257
1,81114,287,4,14,4,1677,402
1,139365,446,24,29,4,956,112
9,960,8,1,0,4,919,36
3,23958,54,9,8,7,1797,36
1,361157,302,121,11,5,1192,822
2,751111,9524,197,727,4,907,844
1,93168,1313,68,244,2,802,431
2,49792,712,5,11,2,1122,52
2,63484,529,8,70,5,1870,706
1,331025,363,41,19,4,1773,302
5,456841,722,41,148,7,3958,157
13,465653,1165,91,82,4,2630,682
1,3985229,1270,872,55,4,1249,156
342,408087,7708,141,225,4,806,274
39,506366,112,84,13,4,2143,46
1,3810361,20617,1201,1546,4,1040,394
1,598,2,0,0,7,1453,254
4,79763,2429,27,172,4,921,311
22,104317,50,14,7,4,1186,19
1,159714,3586,160,474,4,1172,388
1,1162739,4137,619,1573,3,1688,232
3,19863,349,17,21,4,875,569
21,213608,198,32,0,2,1915,528
1,639903,13801,1570,2669,5,891,530
2,271743,10218,251,379,4,837,2085
12,250907,156,51,52,4,2234,652
1,353165,757,154,618,5,1141,601
1,34981,89,11,73,5,939,475
1,177,0,0,0,4,2733,63
1,12098,231,10,96,6,859,254
1,227996,354,48,36,4,1131,168
1,292262,557,65,66,4,819,604
21,4734793,3158,1306,279,7,928,175
1,860366,0,0,197,8,1211,142
2,987052,784,56,46,4,2831,159
2469,3773,10,1,1,4,1405,51
33,1576288,3124,285,205,7,1866,166
19,3816520,4265,811,149,4,1032,76
1,65729,118,11,17,4,959,4608
1,41790,732,1,67,4,1201,398
1,1993659,3680,843,283,7,1089,415
1,2912,110,6,29,4,807,1851
2,38998,155,1,17,5,2561,63
3,203690,1546,201,243,4,828,365
25,607215,291,53,24,4,2164,118
9,2436617,2985,933,154,4,827,267
1,145245,1290,37,405,5,950,225
32,584370,937,192,177,4,1933,1835
1,113814,196,26,9,4,1768,3170
1,208808,1160,86,348,6,1208,892
2,7459,25,0,1,7,2905,590
24,557815,128,81,6,4,2476,92
2,154854,42,21,1,4,1880,90
2,543219,1660,106,121,3,1453,3824
205843,206727,3,2,0,4,877,26
1,77960,173,21,43,1,842,418
3,102454,388,26,22,3,893,3089
2,610243,593,146,55,4,1424,716
1,323648,503,202,165,4,2244,173
1,2879678,9950,467,460,7,1982,246
38,265366,300,29,20,7,2468,295
2,1213542,1013,281,11,4,1093,202
1,143405,386,38,15,4,1909,238
1,471682,3064,544,1089,6,734,566
2,163150,1954,324,212,4,805,860
6,3856775,4565,1910,217,4,1266,147
1,268698,131,49,22,5,848,21
3,149340,802,50,60,4,848,163
6,19809,68,8,4,7,2034,331
5,10551833,82995,1999,5312,5,756,1747
1,15460,204,9,65,4,1882,936
2,402563,5214,134,802,4,1049,259
2,30989,185,6,13,2,1338,1392
6,146051,307,39,64,1,1916,815
2,745896,1091,118,29,4,879,604
2,20584,305,9,72,4,816,248
1,885,0,0,0,4,735,60
8,517454,2790,66,149,7,2183,308
3,6706763,44446,628,7777,2,1144,453
7,471305,6899,264,777,4,1313,137
10,2277,0,1,0,4,990,30
2,1067430,2370,1661,38,5,653,3320
1,4167,9,26,5,8,875,116
8,3169972,74995,1887,2845,4,1016,241
1,44988,43,20,7,4,962,2733
21,1305514,882,323,211,5,1228,744
2,865,1,0,3,4,1964,434
1,38384,77,13,16,5,1418,5473
11,1465408,6145,676,440,4,911,128
6,216466,565,70,86,4,1778,2375
24,15710,168,9,9,4,668,169
1,68143,341,15,28,7,1371,226
1,152583,228,8,2,4,1090,85
4,53579,1523,17,136,4,855,139
1,325067,1970,142,102,4,657,611
49,2716595,19782,681,723,4,901,107
38,1360798,1748,1386,649,4,869,601
25,825686,1396,112,326,1,1383,736
2,62344,126,6,48,5,2723,640
6,406799,4276,64,608,6,809,261
3,127891,1168,94,141,4,967,400
208,708214,1956,53,104,5,1472,177
1,494706,1468,217,115,8,681,351
683,2279,25,2,0,4,899,223
2,1947,4,3,2,4,1687,65
5,1290205,8693,607,212,5,834,212
1049,5793,80,2,15,6,720,1135
16,789333,1256,126,52,4,1909,957
1,655725,1806,339,243,4,643,2150
4,286682,143,59,11,4,2660,283
3,2458247,5189,332,463,2,806,521
2,1222765,2744,144,410,8,954,244
1,2364,2,0,0,5,1920,964
8,1239672,5519,121,283,5,919,541
7,1803803,26203,1218,1927,2,645,428
10,136521,82,44,16,4,697,31
1,4542,11,0,1,5,1453,8108
2,462038,438,143,29,5,1356,7293
1,95966,98,11,37,5,1937,3019
7,193862,2371,119,316,7,1736,179
10,531456,372,174,188,4,2296,2075
1,163945,973,35,367,4,1205,1430
32,1685421,600,432,34,5,1769,798
3,55946,96,13,0,7,2202,1378
4,1439023,4046,401,407,4,1141,318
31,366545,321,171,0,3,893,1782
1,210426,478,92,50,4,1362,9387
6,250872,529,50,11,4,2370,436
1,5408,5,0,0,4,1417,155
1,424292,397,114,33,4,1147,8144
13,767814,1761,89,62,4,3274,335
16,2615337,24058,992,3040,4,1030,652
1,36587,50,6,18,4,1367,276
1,1235472,11390,456,1803,4,717,727
1,274605,1933,100,242,5,834,350
150,1869209,369,206,42,4,2616,58
2,876102,7150,719,3920,4,959,916
8,669148,9143,283,6515,4,817,473
2,47780,112,2,15,4,1300,235
1,2217,60,2,33,3,1834,706
3,315695,284,96,39,4,2340,8120
2,8827,0,0,2,8,1334,1441
3,68643,110,26,10,7,2202,1427
45,9776130,6705,2281,983,7,859,5863
2,3667705,24183,6267,0,6,909,282
1,422249,4203,54,235,5,1152,225
7,238353,837,100,55,7,1187,6856
2,11394,140,3,35,4,829,1188
1,63376,33,5,3,1,1551,53
28,2014004,2649,475,117,4,1683,3652
3,2414285,906,721,170,5,1201,4402
1,15438,0,0,1,8,1019,438
2,212554,377,30,51,2,1023,512
4,360998,7250,625,893,5,2037,92
1,125645,209,22,13,1,1257,160
126,2655,80,14,12,2,727,535
1,2841,15,2,0,7,1212,290
6919,102072,1934,59,139,6,654,549
7,664725,1036,113,27,4,2031,325
1,61185,193,24,8,6,907,230
18,6782,125,0,2,7,1410,299
2574,51541,85,11,54,5,1165,248
1,1505,6,1,0,4,1066,326
4,1029,2,1,0,4,1121,46
3,11357,33,0,0,5,2561,60
44,1170630,937,224,122,4,2500,68
1,37301,138,2,25,4,1792,1089
205252,211511,7,1,1,5,928,21
2,208833,1316,49,104,4,1388,1014
1,229786,2268,51,328,2,1145,198
2,1807022,593,480,48,5,1828,880
3,48739,27,14,0,4,1194,9417
3,159964,422,77,56,7,1106,3909
22,214221,1314,214,106,4,857,161
3,77845,316,22,240,4,2674,140
1,14632,32,9,15,5,1258,14129
1,230784,391,74,75,5,1520,8692
20,1388360,2047,374,80,4,3165,490
6,500607,1202,186,43,4,1477,77
1,766762,2087,42,161,2,2733,108
1,485538,834,53,25,5,1582,102
3,2702,15,1,0,8,1276,1522
1,55019,1144,14,198,4,1237,272
1,14352,57,1,0,4,1914,1070
13,1253955,2305,157,111,4,2898,364
5,152287,781,47,172,4,824,2436
1,3739,29,2,10,6,2917,370
1,757,2,1,0,4,1971,223
939,1907,69,2,24,4,1130,239
1,37494,27,7,0,4,1052,8878
3,784403,4345,128,143,7,1153,221
2,275203,1718,100,96,4,866,152
1,145614,4909,119,530,3,646,716
1,68840,138,21,7,6,2859,215
5,683082,6251,232,961,7,833,302
2,168876,456,24,45,7,1511,231
1,496067,818,67,27,5,1704,695
12,56269,73,12,1,4,1898,819
1,160203,616,60,327,3,918,3350
3,345347,465,257,61,5,814,101
1,12357,25,1,2,4,1747,2570
9,1835469,5476,560,389,7,1474,222
5,263862,620,34,46,4,2917,472
8,1056899,15190,466,2993,4,872,739
2,1974153,9300,186,323,7,1581,386
2,54621,171,45,14,4,651,5144
1,26041,40,3,2,4,2540,261
1,59323,547,27,84,6,1304,443
2,79491,314,30,200,3,820,3240
1,2872,11,2,6,6,1876,56
2,656070,1130,423,99,7,651,6951
1,19530,64,9,3,5,743,103
7,890203,22553,490,721,3,810,393
5,1255666,5784,772,2721,6,1252,243
6,45788,18,3,1,4,2154,82
3,713407,8657,447,401,4,1087,96
4,3122984,15515,1250,1413,4,1534,2656
1,367493,2060,156,55,4,1251,591
50,5561156,24089,2041,2988,2,820,211
2,274325,690,35,339,5,1061,1050
1,1080,17,0,7,3,2061,154
1,488627,750,96,285,4,3146,192
1,315074,718,142,170,4,664,2365
2,1224214,6007,166,1448,7,819,760
4,3716630,23134,1206,1958,4,1177,514
3,716721,2543,122,691,5,1907,95
1,84897,61,9,1,4,2088,86
1,146706,756,26,110,4,1283,252
1,73355,261,53,135,3,1545,2673
1,757196,5244,341,2697,6,1023,374
17537,2827533,22616,1626,1363,4,1287,62
7,878762,2667,576,219,8,853,258
161,83225,80,25,13,4,974,304
3,557182,831,215,57,4,1088,5542
158,423657,1252,106,628,1,839,1492
168,6164286,22776,2754,1702,7,1956,781
1,224,5,0,2,4,757,277
1,21293,27,2,0,4,1283,111
4,2810325,1734,544,100,4,1617,33
61,99676,69,14,3,4,1827,681
1,101336,853,21,97,6,812,343
1,189255,1370,29,44,4,1228,240
2,57682,172,8,2,4,2540,138
5,2076713,3994,519,233,4,971,121
1,17668,47,3,5,4,1886,594
2140,3324,23,6,0,5,686,11
2,33091,89,18,4,4,830,2581
29,2263034,19874,300,3779,2,808,592
1,704566,3727,210,49,7,1357,136
27,1051841,2591,467,176,7,1432,5478
2,289882,2863,314,498,4,1286,246
1,33088,12,8,1,4,1334,1834
2,145033,107,44,16,4,1928,2026
3,221120,243,34,24,4,3162,852
1,108393,282,14,15,4,1019,90
8,544731,7704,137,1563,2,837,888
3,13513,11,2,3,4,901,91
1,51379,359,9,7,3,1032,147
2,4783,131,2,5,4,1523,193
2,949635,1821,286,361,4,968,151
2,168595,204,41,19,4,1788,7619
3,1735842,2285,182,136,2,1186,445
1,1067513,1595,415,187,7,791,283
31,11491843,11531,4492,720,5,1165,668
3,820895,275,235,5,5,1446,944
8,839064,1652,118,112,4,2587,320
6,4461287,4864,1804,286,7,1522,54
2032,13697,168,13,10,7,800,314
90,546893,2964,64,220,4,1404,334
9,168024,827,20,44,4,846,205
3,38311,456,8,71,7,845,3995
1,2898,9,0,1,7,2906,602
785,1487,28,2,23,2,1361,282
103,4305506,12043,1240,389,4,1678,813
1,135341,423,13,23,2,1152,62
1,1519,3,0,0,4,786,350
6722,23814,20,3,0,4,900,74
1,723,9,1,0,4,1889,11
1,589075,1859,386,1206,6,1237,273
1,2658,2,1,0,6,1888,73
17,400592,1469,73,65,4,1790,561
1,97408,121,46,158,4,1101,1391
2,221255,371,61,31,4,1858,742
2,113398,26,37,0,4,1014,149
19,3402374,22167,810,1499,4,845,352
3,8026,40,4,0,7,1712,237
4,734386,8845,704,1807,4,828,415
1,86071,206,16,9,7,1512,1137
1,368964,4534,222,1231,6,870,250
2,330474,741,78,98,5,1296,5688
24,1570431,18627,747,1650,4,788,194
40,171668,1141,26,138,2,1074,198
18,437,0,0,1,4,820,76
1,462421,1338,270,0,8,725,898
27,251653,532,28,23,4,1717,940
3,34675,45,10,2,4,1555,204
2,421780,2937,523,2149,6,868,342
2,173037,8207,506,1130,4,1256,230
1,14219,21,3,1,8,1271,1231
2,72966,136,6,4,7,1961,234
13,244371,604,60,71,7,2130,244
1,710878,440,198,17,4,1248,695
2,1547276,3585,421,390,4,891,2931
1,23487,586,1,168,4,864,541
1,302662,1002,52,286,1,2219,341
2,1525235,5368,364,209,7,1152,310
1,13970,40,1,0,7,2942,1283
6,14191,189,4,28,4,709,598
2,238870,3076,64,2898,4,929,651
1,29236,154,4,0,3,893,112
19,972094,2857,276,308,4,2734,8954
7,5595779,6028,2233,760,4,1228,6783
1,9166,34,3,3,5,2002,239
1,133666,94,12,5,4,2913,609
1,642,0,0,1,4,1948,45
1,2244862,10985,447,764,4,922,943
2,516121,578,127,35,8,1512,287
59428,63235,0,0,1,4,608,31
104,1461282,6287,534,838,4,1706,165
9,2689,9,3,0,7,1296,237
2,108476,92,21,18,4,1657,915
1,5622,8,1,2,1,2241,167
14,1108169,516,423,24,5,1087,119
1,81323,180,14,16,8,1444,3162
1,1224872,6237,503,1129,4,1377,351
2,136782,465,57,31,8,1389,1495
1164,2263,55,1,11,6,719,288
290,947734,31438,252,636,2,1023,286
75,661311,1021,154,85,4,2087,202
2,43700,28,16,5,7,3922,279
1,3994,224,1,16,4,842,210
1,48112,144,2,26,4,3669,449
4,94723,104,12,4,4,932,257
17,1081360,1111,93,81,4,3169,213
1,63129,1954,20,70,7,599,241
2,1476,18,5,0,7,1704,281
9,695545,4983,590,1929,6,1265,105
2,1190846,2943,627,208,7,1451,238
4,1956463,2490,818,101,7,1447,169
2,136572,86,24,4,4,837,40
4,2480337,757,455,413,8,838,228
1,101733,89,33,26,4,2247,2382
3,18094,97,5,31,4,1722,877
9,614289,487,249,0,4,840,545
3,3162046,19281,1492,490,7,1638,236
1,155474,4955,379,2487,8,697,732
1,1186408,1983,250,74,4,768,629
1,634652,8560,231,865,6,640,225
1,419212,190,41,8,4,2549,66
1,216421,1635,42,352,4,1412,256
1,387955,691,63,208,5,956,607
1,810,0,0,0,4,612,21
1,22550,15,1,1,7,1435,213
1,33516,312,9,7,4,1552,889
1,45813,191,9,10,3,1066,1845
20,63263,360,5,41,4,1199,215
2,1219139,6010,300,448,5,1124,330
4,642945,5127,142,1635,4,865,686
3,38869,743,23,72,4,822,309
1,421482,1783,40,43,4,1368,655
1291,2039,10,0,0,6,1053,667
1,3781,41,1,18,4,2429,620
1,10144,20,2,1,5,1360,6392
2,2129268,3412,247,515,7,2976,260
1,2852195,3960,1438,478,4,766,694
6,297534,689,59,67,5,911,340
2,492568,1770,519,0,4,960,308
915,8782,34,1,2,7,708,279
1,9883,5,2,3,4,2153,47
1,1057192,1632,411,113,7,1479,273
124,3497,1,1,1,4,2725,110
2,37260,560,7,103,4,806,287
12,110799,427,9,27,4,1732,827
4,3740,54,0,1,7,1059,114
10,375369,805,107,62,4,1952,684
1,84918,88,17,0,4,1216,7730
1,5961,116,1,12,7,1506,1994
1,189312,421,95,96,1,1170,96
4,10945,57,9,3,7,1668,3066
1,293369,74,57,5,4,1457,107
1,1640912,4833,220,3268,5,968,733
1,43564,310,2,10,4,1193,795
70,391778,4144,144,933,2,938,465
1,68170,129,7,34,3,1970,54
1,14321,67,5,28,4,2599,462
5,3627376,19750,1047,1182,4,800,134
1,27556,38,0,3,4,2917,426
1,117249,174,36,2,6,2230,356
1,44702,213,30,8,6,1186,3406
30,1490000,1070,447,136,4,855,604
1,32967,34,7,3,5,2613,6564
1,4079,1,0,0,4,1860,224
1,156014,1528,72,1146,4,1225,401
1,439918,1020,104,54,4,2146,177
1,70422,506,17,126,1,1873,402
1,390311,1942,173,93,4,1542,361
1,393840,769,116,67,4,1214,9999
54,32875902,188279,18727,17996,4,1121,280
1,367266,295,208,12,5,627,4954
1,10013,12,3,1,4,2185,97
1,326189,1584,113,716,5,956,251
12,321120,639,45,56,5,885,298
2,1746323,21089,244,2644,2,1617,225
3,248163,424,22,8,4,3015,551
1,6475,106,0,11,5,1572,269
1,12615,63,2,20,4,2906,1051
2,30161,85,4,11,4,1824,1486
1,19499,256,11,9,2,1786,285
6,475725,267,81,102,4,843,179
503,1433,6,0,0,1,1328,129
2,108140,188,47,37,5,1517,7128
1,187789,240,30,26,5,1864,5191
51,34300,358,9,18,5,1016,21
165968,218737,1163,9,117,4,843,340
1,4501743,49661,2221,2260,4,1317,229
18,1404692,11504,619,4338,8,950,2100
4,1111228,1897,257,134,4,1004,10104
2,685804,2830,192,109,5,664,196
3,172833,430,54,51,6,2294,255
1,18421,67,7,15,7,2463,280
1,36036,113,7,32,1,1410,985
1,27570,297,16,114,4,1823,581
2,244820,377,45,12,4,1801,2133
2,39931,18,4,0,5,2402,88
1,2626,12,3,0,7,2950,75
1,787685,4937,2066,0,6,1036,342
2,1285119,4184,133,245,5,1836,183
2,2074756,1920,670,0,5,891,8254
1,5388,5,0,0,4,2989,311
10,449776,376,41,15,4,3134,459
4,61652,162,5,30,4,978,138
6,1491611,23369,247,3469,2,1183,223
13123,72784,455,4,6,4,1275,122
1,16128,90,4,16,4,1853,407
1,292425,892,54,90,4,1422,900
45,1275766,1637,79,100,5,1945,248
6,432604,283,140,65,4,817,603
1,230335,6811,182,1623,2,606,354
1,559463,2889,239,216,5,954,215
1,70538,16,18,0,8,1191,113
1,193762,679,171,79,6,1901,181
1,393627,1676,64,77,4,1002,74
1,122982,403,19,23,5,964,264
